method,budget,reviewer_sensitivity,review_cost_ratio_lambda,observed_normalized_idealized_net_gain,bootstrap_mean,ci_low,ci_high,iterations,resampling_unit,models_retrained_within_bootstrap
oracle,0.2,0.6,0.1,0.0255,0.02725036349075797,0.013221905430212708,0.044556622319015575,5000,claim_source_component,False
oracle,0.2,0.6,0.2,0.005999999999999997,0.009550418055414223,-0.003862676887168468,0.027071022727272718,5000,claim_source_component,False
oracle,0.2,0.6,0.5,-0.0525,-0.04354941825061702,-0.060269979203802726,-0.021998878205128223,5000,claim_source_component,False
oracle,0.2,0.8,0.01,0.05805,0.05816375069126793,0.03771364564428313,0.08140773358585858,5000,claim_source_component,False
oracle,0.2,0.8,0.05,0.050249999999999996,0.05108377251713043,0.031149075341947594,0.07416181014227302,5000,claim_source_component,False
oracle,0.2,0.8,0.1,0.040499999999999994,0.04223379979945855,0.02313876834270404,0.06523080895008607,5000,claim_source_component,False
oracle,0.2,0.8,0.2,0.020999999999999998,0.0245338543641148,0.006482197940084697,0.047826477948076325,5000,claim_source_component,False
oracle,0.2,0.8,0.5,-0.0375,-0.028565981941916438,-0.048588020798163274,-0.002897647229685613,5000,claim_source_component,False
oracle,0.2,1.0,0.01,0.07305,0.0731471869999685,0.0474845167876588,0.1021507231580738,5000,claim_source_component,False
oracle,0.2,1.0,0.05,0.06525,0.06606720882583099,0.04098189484126984,0.09489338193089196,5000,claim_source_component,False
oracle,0.2,1.0,0.1,0.055499999999999994,0.057217236108159125,0.033028983100751835,0.08599668566949811,5000,claim_source_component,False
oracle,0.2,1.0,0.2,0.036,0.039517290672815376,0.01635364878489726,0.06846567657708486,5000,claim_source_component,False
oracle,0.2,1.0,0.5,-0.0225,-0.01358254563321587,-0.03728497585636971,0.017057836891275116,5000,claim_source_component,False
rule,0.01,0.6,0.01,0.003833333333333333,0.0032937203209160307,0.0007882534775888717,0.0065429112841486675,5000,claim_source_component,False
rule,0.01,0.6,0.05,0.0031666666666666666,0.002734004170641964,0.00023145481310803888,0.005963367910758965,5000,claim_source_component,False
rule,0.01,0.6,0.1,0.002333333333333333,0.002034358982799381,-0.00044984295182725384,0.005206862544232185,5000,claim_source_component,False
rule,0.01,0.6,0.2,0.0006666666666666665,0.0006350686071142142,-0.001841632742076185,0.0037385366280723985,5000,claim_source_component,False
rule,0.01,0.6,0.5,-0.004333333333333333,-0.003562802519941286,-0.006093203965053763,-0.0006955918920955481,5000,claim_source_component,False
rule,0.01,0.8,0.01,0.005166666666666667,0.004438270107077548,0.0010973676432824758,0.008773291100826948,5000,claim_source_component,False
rule,0.01,0.8,0.05,0.0045000000000000005,0.0038785539568034805,0.0005400612305854242,0.008195387671487989,5000,claim_source_component,False
rule,0.01,0.8,0.1,0.003666666666666667,0.003178908768960898,-0.00014994765060908456,0.007466216216216214,5000,claim_source_component,False
rule,0.01,0.8,0.2,0.0020000000000000005,0.0017796183932757305,-0.0015152089943440475,0.005965859240892614,5000,claim_source_component,False
rule,0.01,0.8,0.5,-0.0029999999999999996,-0.0024182527337797692,-0.005732541150149533,0.0015686274509803936,5000,claim_source_component,False
rule,0.01,1.0,0.01,0.0065,0.005582819893239064,0.001406721920508203,0.011003717472118958,5000,claim_source_component,False
rule,0.01,1.0,0.05,0.005833333333333334,0.005023103742964997,0.0008486676480628095,0.010414256622782716,5000,claim_source_component,False
rule,0.01,1.0,0.1,0.005,0.004323458555122413,0.0001543032087386926,0.00970687327271576,5000,claim_source_component,False
rule,0.01,1.0,0.2,0.0033333333333333335,0.0029241681794372463,-0.001206682068597832,0.008200259883052617,5000,claim_source_component,False
rule,0.01,1.0,0.5,-0.0016666666666666668,-0.0012737029476182539,-0.005405509837503655,0.0038054655094286963,5000,claim_source_component,False
rule,0.02,0.6,0.01,0.00475,0.005580842466835201,0.0019814554468894317,0.010134615384615384,5000,claim_source_component,False
rule,0.02,0.6,0.05,0.00375,0.0046350252226047385,0.0010494514822273215,0.009142944250871076,5000,claim_source_component,False
rule,0.02,0.6,0.1,0.0025,0.003452753667316661,-0.00018018831105473721,0.007917469027453519,5000,claim_source_component,False
rule,0.02,0.6,0.2,0.0,0.0010882105567405062,-0.0025424065640915097,0.00549832474226804,5000,claim_source_component,False
rule,0.02,0.6,0.5,-0.0075,-0.006005418774987959,-0.00973168625457714,-0.001548332945194851,5000,claim_source_component,False
rule,0.02,0.8,0.01,0.006416666666666667,0.007519941392799472,0.0027221368715083802,0.013596153846153846,5000,claim_source_component,False
rule,0.02,0.8,0.05,0.005416666666666667,0.006574124148569013,0.0017897052579176251,0.012597487341488543,5000,claim_source_component,False
rule,0.02,0.8,0.1,0.004166666666666667,0.005391852593280935,0.0005870269280507205,0.011363745839901908,5000,claim_source_component,False
rule,0.02,0.8,0.2,0.0016666666666666668,0.0030273094827047787,-0.0018084001624865686,0.008974358974358975,5000,claim_source_component,False
rule,0.02,0.8,0.5,-0.005833333333333334,-0.004066319849023687,-0.008966585998414166,0.0018218623481781383,5000,claim_source_component,False
rule,0.02,1.0,0.01,0.008083333333333333,0.009459040318763745,0.003462246777163904,0.017057692307692305,5000,claim_source_component,False
rule,0.02,1.0,0.05,0.007083333333333333,0.008513223074533283,0.0025277710760322606,0.016065154596633942,5000,claim_source_component,False
rule,0.02,1.0,0.1,0.005833333333333334,0.007330951519245207,0.0013496696100334525,0.01481528843421426,5000,claim_source_component,False
rule,0.02,1.0,0.2,0.0033333333333333335,0.004966408408669051,-0.0010811298663284225,0.012393162393162393,5000,claim_source_component,False
rule,0.02,1.0,0.5,-0.004166666666666667,-0.0021272209230594145,-0.008197333921438898,0.00516555661071471,5000,claim_source_component,False
rule,0.05,0.6,0.01,0.011466666666666665,0.01201419395986143,0.005413128974595997,0.020137622587788673,5000,claim_source_component,False
rule,0.05,0.6,0.05,0.009333333333333332,0.009913665505516507,0.003286852589641434,0.01806885819058425,5000,claim_source_component,False
rule,0.05,0.6,0.1,0.006666666666666665,0.0072880049375853555,0.0005976095617529877,0.015468604108309988,5000,claim_source_component,False
rule,0.05,0.6,0.2,0.0013333333333333316,0.0020366838017230526,-0.004713048191785306,0.010360418708864304,5000,claim_source_component,False
rule,0.05,0.6,0.5,-0.014666666666666668,-0.01371727960586386,-0.020716526417693712,-0.0049618320610687015,5000,claim_source_component,False
rule,0.05,0.8,0.01,0.015466666666666668,0.01619396931767732,0.007383309759547384,0.02701875197722239,5000,claim_source_component,False
rule,0.05,0.8,0.05,0.013333333333333336,0.014093440863332399,0.005273984010659561,0.024953571428571412,5000,claim_source_component,False
rule,0.05,0.8,0.1,0.010666666666666668,0.011467780295401245,0.002589641434262948,0.022363818877107592,5000,claim_source_component,False
rule,0.05,0.8,0.2,0.005333333333333335,0.006216459159538941,-0.002717050026746051,0.017226930097881846,5000,claim_source_component,False
rule,0.05,0.8,0.5,-0.010666666666666665,-0.00953750424804797,-0.018715956703910613,0.001751058092702573,5000,claim_source_component,False
rule,0.05,1.0,0.01,0.019466666666666667,0.020373744675493206,0.009363507779349363,0.033908395286301796,5000,claim_source_component,False
rule,0.05,1.0,0.05,0.017333333333333333,0.018273216221148282,0.00724429320898862,0.03183624357964982,5000,claim_source_component,False
rule,0.05,1.0,0.1,0.014666666666666668,0.01564755565321713,0.004581673306772908,0.029224614087212938,5000,claim_source_component,False
rule,0.05,1.0,0.2,0.009333333333333332,0.010396234517354826,-0.0007381523629239947,0.02406702474552334,5000,claim_source_component,False
rule,0.05,1.0,0.5,-0.006666666666666667,-0.005357728890232084,-0.01672074600576451,0.008635620021282308,5000,claim_source_component,False
rule,0.1,0.6,0.01,0.01995,0.021833755770771075,0.012168521462639107,0.03331160048552105,5000,claim_source_component,False
rule,0.1,0.6,0.05,0.01575,0.017850559409797177,0.008056803329750329,0.0295671863734679,5000,claim_source_component,False
rule,0.1,0.6,0.1,0.010499999999999999,0.012871563958579805,0.0029406711138063465,0.02484414399675643,5000,claim_source_component,False
rule,0.1,0.6,0.2,-2.960594732333751e-18,0.0029135730561450583,-0.007293629327702425,0.015322821069407038,5000,claim_source_component,False
rule,0.1,0.6,0.5,-0.0315,-0.026960399651159175,-0.038067487419122935,-0.013069359238567214,5000,claim_source_component,False
rule,0.1,0.8,0.01,0.02695,0.02944360739110926,0.016568538543105152,0.04472654759840471,5000,claim_source_component,False
rule,0.1,0.8,0.05,0.02275,0.02546041103013536,0.012435339599757431,0.04098241107906752,5000,claim_source_component,False
rule,0.1,0.8,0.1,0.0175,0.02048141557891799,0.007341185194214205,0.03630248946259218,5000,claim_source_component,False
rule,0.1,0.8,0.2,0.006999999999999998,0.010523424676483244,-0.0028690161315665435,0.02678631271543469,5000,claim_source_component,False
rule,0.1,0.8,0.5,-0.024499999999999997,-0.019350548030820987,-0.03364600022251891,-0.0016560402875083725,5000,claim_source_component,False
rule,0.1,1.0,0.01,0.03395,0.037053459011447444,0.02094840883310318,0.056141552511415525,5000,claim_source_component,False
rule,0.1,1.0,0.05,0.029750000000000002,0.033070262650473546,0.016837704669496665,0.05239763578466714,5000,claim_source_component,False
rule,0.1,1.0,0.1,0.024499999999999997,0.028091267199256174,0.011726503290567623,0.04771914804133618,5000,claim_source_component,False
rule,0.1,1.0,0.2,0.013999999999999997,0.018133276296821425,0.0015457547724510988,0.038175799365389285,5000,claim_source_component,False
rule,0.1,1.0,0.5,-0.0175,-0.011740696410482806,-0.029207174606792796,0.009638637193401706,5000,claim_source_component,False
rule,0.2,0.6,0.01,0.03905,0.03745128874357104,0.02523853496080056,0.051388706033812626,5000,claim_source_component,False
rule,0.2,0.6,0.05,0.031249999999999993,0.03037131056943354,0.018625640193210915,0.0443435441370224,5000,claim_source_component,False
rule,0.2,0.6,0.1,0.021499999999999995,0.021521337851761666,0.010079411024414796,0.03546779185468005,5000,claim_source_component,False
rule,0.2,0.6,0.2,0.001999999999999993,0.003821392416417917,-0.007903925680004663,0.018807452993005718,5000,claim_source_component,False
rule,0.2,0.6,0.5,-0.05650000000000001,-0.049278443889613326,-0.06562574880191693,-0.028239404685149374,5000,claim_source_component,False
rule,0.2,0.8,0.01,0.05271666666666667,0.05052504983927284,0.034226691306717544,0.06916467319609766,5000,claim_source_component,False
rule,0.2,0.8,0.05,0.044916666666666674,0.043445071665135344,0.027546896363139187,0.062039302810901156,5000,claim_source_component,False
rule,0.2,0.8,0.1,0.03516666666666667,0.034595098947463473,0.019290677424827596,0.0532151930894309,5000,claim_source_component,False
rule,0.2,0.8,0.2,0.01566666666666667,0.016895153512119725,0.0016995966773899255,0.03603302125506072,5000,claim_source_component,False
rule,0.2,0.8,0.5,-0.04283333333333333,-0.036204682793911515,-0.0549820110701107,-0.012159909909909943,5000,claim_source_component,False
rule,0.2,1.0,0.01,0.06638333333333334,0.06359881093497466,0.04316535234137257,0.08687531043046358,5000,claim_source_component,False
rule,0.2,1.0,0.05,0.05858333333333333,0.056518832760837155,0.0365314184581412,0.07980279224327308,5000,claim_source_component,False
rule,0.2,1.0,0.1,0.048833333333333326,0.04766886004316527,0.02844154373706004,0.07089628247650634,5000,claim_source_component,False
rule,0.2,1.0,0.2,0.02933333333333333,0.02996891460782153,0.011013232189091322,0.053390021753715385,5000,claim_source_component,False
rule,0.2,1.0,0.5,-0.029166666666666667,-0.02313092169820971,-0.0447638286607503,0.00425206345336769,5000,claim_source_component,False
