seed,fold,task,model,count,accuracy,macro_f1,irrelevant_precision,irrelevant_recall,irrelevant_f1,irrelevant_support,partial_precision,partial_recall,partial_f1,partial_support,relevant_precision,relevant_recall,relevant_f1,relevant_support,non_actionable_precision,non_actionable_recall,non_actionable_f1,non_actionable_support,actionable_precision,actionable_recall,actionable_f1,actionable_support
53,2,actionability,majority_baseline,94,0.851063829787234,0.45977011494252873,,,,,,,,,,,,,0.851063829787234,1.0,0.9195402298850575,80,0.0,0.0,0.0,14
53,2,actionability,rule_baseline,94,0.8617021276595744,0.5796353629170966,,,,,,,,,,,,,0.8681318681318682,0.9875,0.9239766081871345,80,0.6666666666666666,0.14285714285714285,0.23529411764705882,14
53,2,actionability,logistic_regression,94,0.8617021276595744,0.7812779667084303,,,,,,,,,,,,,0.971830985915493,0.8625,0.9139072847682119,80,0.5217391304347826,0.8571428571428571,0.6486486486486487,14
53,2,actionability,random_forest,94,0.925531914893617,0.8486312399355878,,,,,,,,,,,,,0.9506172839506173,0.9625,0.9565217391304348,80,0.7692307692307693,0.7142857142857143,0.7407407407407407,14
53,3,path_relevance,majority_baseline,96,0.5104166666666666,0.22528735632183908,0.0,0.0,0.0,41,0.5104166666666666,1.0,0.6758620689655173,49,0.0,0.0,0.0,6,,,,,,,,
53,3,path_relevance,rule_baseline,96,0.4270833333333333,0.2634920634920635,0.0,0.0,0.0,41,0.48148148148148145,0.7959183673469388,0.6,49,0.13333333333333333,0.3333333333333333,0.19047619047619047,6,,,,,,,,
53,3,path_relevance,logistic_regression,96,0.6145833333333334,0.49081390197736696,0.6153846153846154,0.7804878048780488,0.6881720430107527,41,0.65,0.5306122448979592,0.5842696629213483,49,0.25,0.16666666666666666,0.2,6,,,,,,,,
53,3,path_relevance,random_forest,96,0.6354166666666666,0.5772669220945083,0.5818181818181818,0.7804878048780488,0.6666666666666666,41,0.7105263157894737,0.5510204081632653,0.6206896551724138,49,0.6666666666666666,0.3333333333333333,0.4444444444444444,6,,,,,,,,
53,3,actionability,majority_baseline,96,0.8020833333333334,0.44508670520231214,,,,,,,,,,,,,0.8020833333333334,1.0,0.8901734104046243,77,0.0,0.0,0.0,19
53,3,actionability,rule_baseline,96,0.7083333333333334,0.49962769918093825,,,,,,,,,,,,,0.8024691358024691,0.8441558441558441,0.8227848101265823,77,0.2,0.15789473684210525,0.17647058823529413,19
53,3,actionability,logistic_regression,96,0.7708333333333334,0.7025352112676057,,,,,,,,,,,,,0.9230769230769231,0.7792207792207793,0.8450704225352113,77,0.45161290322580644,0.7368421052631579,0.56,19
53,3,actionability,random_forest,96,0.84375,0.7114806651973553,,,,,,,,,,,,,0.8690476190476191,0.948051948051948,0.906832298136646,77,0.6666666666666666,0.42105263157894735,0.5161290322580645,19
